                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5469,                 11.199,                      0,                 1.9424,                 1.7011,                0.98186,                      1,                  0.995,                 0.8955,                      0,                      0,                      0,                      0,                 0.4971,                 10.696,                      0,                0.18436,                0.82321,                      0,                      0,                      0
